#,CVE ID,Versions,Functions,Exploit URLs,Components,remarks,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
276,CVE-2017-12806,,,,,,400,,DoS,5/9/2019,9/8/2020,5,None,Remote,Low,Not required,None,None,Partial,"In ImageMagick 7.0.6-6, a memory exhaustion vulnerability was found in the function format8BIM, which allows attackers to cause a denial of service."
277,CVE-2017-12805,7.0.6-6,ReadTIFFImage,,,,400,,DoS,5/9/2019,8/19/2020,5,None,Remote,Low,Not required,None,None,Partial,"In ImageMagick 7.0.6-6, a memory exhaustion vulnerability was found in the function ReadTIFFImage, which allows attackers to cause a denial of service."
278,CVE-2017-12693,7.0.6-6,ReadBMPImage ,,,,770,,DoS,9/1/2017,9/8/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadBMPImage function in coders/bmp.c in ImageMagick 7.0.6-6 allows remote attackers to cause a denial of service (memory consumption) via a crafted BMP file.
279,CVE-2017-12692,7.0.6-6,ReadVIFFImage ,,,,770,,DoS,9/1/2017,9/8/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadVIFFImage function in coders/viff.c in ImageMagick 7.0.6-6 allows remote attackers to cause a denial of service (memory consumption) via a crafted VIFF file.
280,CVE-2017-12691,7.0.6-6,ReadOneLayer ,,,,770,,DoS,9/1/2017,9/8/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadOneLayer function in coders/xcf.c in ImageMagick 7.0.6-6 allows remote attackers to cause a denial of service (memory consumption) via a crafted file.
281,CVE-2017-12676,7.0.6-3,ReadOneJNGImage ,,,,20,,DoS,8/7/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-3, a memory leak vulnerability was found in the function ReadOneJNGImage in coders/png.c, which allows attackers to cause a denial of service."
282,CVE-2017-12675,7.0.6-3,ReadImage ,,,,772,,DoS,8/7/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-3, a missing check for multidimensional data was found in coders/mat.c, leading to a memory leak in the function ReadImage in MagickCore/constitute.c, which allows attackers to cause a denial of service."
283,CVE-2017-12674,7.0.6-3,ReadPDBImage ,,,,834,,DoS,8/7/2017,9/8/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.6-2, a CPU exhaustion vulnerability was found in the function ReadPDBImage in coders/pdb.c, which allows attackers to cause a denial of service."
284,CVE-2017-12673,7.0.6-3,ReadOneMNGImage ,,,,772,,DoS,8/7/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-3, a memory leak vulnerability was found in the function ReadOneMNGImage in coders/png.c, which allows attackers to cause a denial of service."
285,CVE-2017-12672,7.0.6-3,ReadMATImage ,,,,772,,DoS,8/7/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-3, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allows attackers to cause a denial of service."
286,CVE-2017-12671,7.0.6-3,RelinquishMagickMemory ,,,,416,,DoS,8/7/2017,11/7/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-3, a missing NULL assignment was found in coders/png.c, leading to an invalid free in the function RelinquishMagickMemory in MagickCore/memory.c, which allows attackers to cause a denial of service."
287,CVE-2017-12670,7.0.6-3,DestroyImage ,,,,20,,DoS,8/7/2017,9/8/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-3, missing validation was found in coders/mat.c, leading to an assertion failure in the function DestroyImage in MagickCore/image.c, which allows attackers to cause a denial of service."
288,CVE-2017-12669,7.0.6-2,WriteCALSImage ,,,,772,,,8/7/2017,10/14/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-2 has a memory leak vulnerability in WriteCALSImage in coders/cals.c.
289,CVE-2017-12668,7.0.6-2,WritePCXImage ,,,,772,,,8/7/2017,10/14/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePCXImage in coders/pcx.c.
290,CVE-2017-12667,7.0.6-1,ReadMATImage ,,,,772,,,8/7/2017,10/14/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-1 has a memory leak vulnerability in ReadMATImage in coders\mat.c.
291,CVE-2017-12666,7.0.6-2,WriteINLINEImage ,,,,772,,,8/7/2017,10/14/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-2 has a memory leak vulnerability in WriteINLINEImage in coders/inline.c.
292,CVE-2017-12665,7.0.6-2,WritePICTImage ,,,,772,,,8/7/2017,10/14/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePICTImage in coders/pict.c.
293,CVE-2017-12664,7.0.6-2,WritePALMImage ,,,,772,,,8/7/2017,10/14/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePALMImage in coders/palm.c.
294,CVE-2017-12663,7.0.6-2,WriteMAPImage ,,,,772,,,8/7/2017,10/14/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-2 has a memory leak vulnerability in WriteMAPImage in coders/map.c.
295,CVE-2017-12662,7.0.6-2,WritePDFImage ,,,,772,,,8/7/2017,10/14/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-2 has a memory leak vulnerability in WritePDFImage in coders/pdf.c.
296,CVE-2017-12654,7.0.6-3 ,ReadPICTImage ,,,,772,,DoS,8/7/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadPICTImage function in coders/pict.c in ImageMagick 7.0.6-3 allows attackers to cause a denial of service (memory leak) via a crafted file.
297,CVE-2017-12644,7.0.6-1,ReadDCMImage ,,,,772,,,8/7/2017,10/14/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-1 has a memory leak vulnerability in ReadDCMImage in coders\dcm.c.
298,CVE-2017-12643,7.0.6-1,ReadOneJNGImage ,,,,770,,,8/7/2017,10/14/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,ImageMagick 7.0.6-1 has a memory exhaustion vulnerability in ReadOneJNGImage in coders\png.c.
299,CVE-2017-12642,7.0.6-1,ReadMPCImage ,,,,772,,,8/7/2017,10/3/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-1 has a memory leak vulnerability in ReadMPCImage in coders\mpc.c.
300,CVE-2017-12641,7.0.6-1,ReadOneJNGImage ,,,,772,,,8/7/2017,10/14/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-1 has a memory leak vulnerability in ReadOneJNGImage in coders\png.c.
301,CVE-2017-12640,7.0.6-1,ReadOneMNGImage ,,,,125,,,8/7/2017,10/14/2020,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-1 has an out-of-bounds read vulnerability in ReadOneMNGImage in coders/png.c.
302,CVE-2017-12587,7.0.6-1,ReadPWPImage ,,,,834,,,8/6/2017,10/3/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,ImageMagick 7.0.6-1 has a large loop vulnerability in the ReadPWPImage function in coders\pwp.c.
303,CVE-2017-12566,7.0.6-2,"ReadMVGImage, ReadSVGImage ",,,,772,,DoS,8/5/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-2, a memory leak vulnerability was found in the function ReadMVGImage in coders/mvg.c, which allows attackers to cause a denial of service, related to the function ReadSVGImage in svg.c."
304,CVE-2017-12565,7.0.6-2,ReadOneJNGImage ,,,,772,,DoS,8/5/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-2, a memory leak vulnerability was found in the function ReadOneJNGImage in coders/png.c, which allows attackers to cause a denial of service."
305,CVE-2017-12564,7.0.6-2,ReadMATImage ,,,,772,,DoS,8/5/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-2, a memory leak vulnerability was found in the function ReadMATImage in coders/mat.c, which allows attackers to cause a denial of service."
306,CVE-2017-12563,7.0.6-2,ReadPSDImage ,,,,770,,DoS,8/5/2017,9/8/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.6-2, a memory exhaustion vulnerability was found in the function ReadPSDImage in coders/psd.c, which allows attackers to cause a denial of service."
307,CVE-2017-12435,7.0.6-1,ReadSUNImage ,,,,770,,DoS,8/4/2017,9/8/2020,7.8,None,Remote,Low,Not required,None,None,Complete,"In ImageMagick 7.0.6-1, a memory exhaustion vulnerability was found in the function ReadSUNImage in coders/sun.c, which allows attackers to cause a denial of service."
308,CVE-2017-12434,7.0.6-1,"ReadMATImage , DestroyImageInfo ",,,,617,,DoS,8/4/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-1, a missing NULL check vulnerability was found in the function ReadMATImage in coders/mat.c, which allows attackers to cause a denial of service (assertion failure) in DestroyImageInfo in image.c."
309,CVE-2017-12433,7.0.6-1,"ReadPESImage , ResizeMagickMemory ",,,,772,,DoS,8/4/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-1, a memory leak vulnerability was found in the function ReadPESImage in coders/pes.c, which allows attackers to cause a denial of service, related to ResizeMagickMemory in memory.c."
310,CVE-2017-12432,7.0.6-1,ReadPCXImage ,,,,770,,DoS,8/4/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,"In ImageMagick 7.0.6-1, a memory exhaustion vulnerability was found in the function ReadPCXImage in coders/pcx.c, which allows attackers to cause a denial of service."
311,CVE-2017-12431,7.0.6-1,ReadWMFImage ,,,,416,,DoS,8/4/2017,6/14/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.6-1, a use-after-free vulnerability was found in the function ReadWMFImage in coders/wmf.c, which allows attackers to cause a denial of service."
312,CVE-2017-12430,7.0.6-1,ReadMPCImage ,,,,770,,DoS,8/4/2017,9/8/2020,7.8,None,Remote,Low,Not required,None,None,Complete,"In ImageMagick 7.0.6-1, a memory exhaustion vulnerability was found in the function ReadMPCImage in coders/mpc.c, which allows attackers to cause a denial of service."
313,CVE-2017-12429,7.0.6-1,ReadMIFFImage ,,,,770,,DoS,8/4/2017,9/8/2020,7.8,None,Remote,Low,Not required,None,None,Complete,"In ImageMagick 7.0.6-1, a memory exhaustion vulnerability was found in the function ReadMIFFImage in coders/miff.c, which allows attackers to cause a denial of service."
314,CVE-2017-12428,7.0.6-1,"ReadWMFImage , CloneDrawInfo ",,,,772,,DoS,8/4/2017,10/3/2019,5,None,Remote,Low,Not required,None,None,Partial,"In ImageMagick 7.0.6-1, a memory leak vulnerability was found in the function ReadWMFImage in coders/wmf.c, which allows attackers to cause a denial of service in CloneDrawInfo in draw.c."
315,CVE-2017-12427,before 6.9.9-5 and 7.x before 7.0.6-5,"ProcessMSLScript , WriteMSLImage",,,,772,,DoS,8/4/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"The ProcessMSLScript function in coders/msl.c in ImageMagick before 6.9.9-5 and 7.x before 7.0.6-5 allows remote attackers to cause a denial of service (memory leak) via a crafted file, related to the WriteMSLImage function."
316,CVE-2017-12418,7.0.6-5,"parse8BIMW , WriteImage ",,,,772,,,8/4/2017,10/3/2019,5,None,Remote,Low,Not required,None,None,Partial,"ImageMagick 7.0.6-5 has memory leaks in the parse8BIMW and format8BIM functions in coders/meta.c, related to the WriteImage function in MagickCore/constitute.c."
317,CVE-2017-12140,7.0.6-1,ReadDCMImage ,,,,400,,,8/2/2017,9/8/2020,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadDCMImage function in coders\dcm.c in ImageMagick 7.0.6-1 has an integer signedness error leading to excessive memory consumption via a crafted DCM file.
318,CVE-2017-11755,7.0.6-4,"WritePICONImage, AcquireSemaphoreInfo ",,,,772,,DoS,7/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The WritePICONImage function in coders/xpm.c in ImageMagick 7.0.6-4 allows remote attackers to cause a denial of service (memory leak) via a crafted file that is mishandled in an AcquireSemaphoreInfo call.
319,CVE-2017-11754,7.0.6-4,"WritePICONImage, OpenPixelCache ",,,,772,,DoS,7/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The WritePICONImage function in coders/xpm.c in ImageMagick 7.0.6-4 allows remote attackers to cause a denial of service (memory leak) via a crafted file that is mishandled in an OpenPixelCache call.
320,CVE-2017-11753,7.0.6-4,GetImageDepth ,,,,125,,DoS,7/30/2017,8/2/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The GetImageDepth function in MagickCore/attribute.c in ImageMagick 7.0.6-4 might allow remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted Flexible Image Transport System (FITS) file.
321,CVE-2017-11752,7.0.6-4,ReadMAGICKImage ,,,,772,,DoS,7/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadMAGICKImage function in coders/magick.c in ImageMagick 7.0.6-4 allows remote attackers to cause a denial of service (memory leak) via a crafted file.
322,CVE-2017-11751,7.0.6-4,WritePICONImage ,,,,772,,DoS,7/30/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The WritePICONImage function in coders/xpm.c in ImageMagick 7.0.6-4 allows remote attackers to cause a denial of service (memory leak) via a crafted file.
323,CVE-2017-11750,6.9.9-4 and 7.0.6-4,ReadOneJNGImage ,,,,476,,DoS,7/30/2017,8/2/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadOneJNGImage function in coders/png.c in ImageMagick 6.9.9-4 and 7.0.6-4 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.
324,CVE-2017-11724,6.9.9-3 and 7.x through 7.0.6-3,ReadMATImage ,,,,772,,,7/29/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadMATImage function in coders/mat.c in ImageMagick through 6.9.9-3 and 7.x through 7.0.6-3 has memory leaks involving the quantum_info and clone_info data structures.
325,CVE-2017-11644,7.0.6-1,ReadMATImage,,,,772,,,7/26/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the ReadMATImage() function in coders/mat.c."
326,CVE-2017-11640,7.0.6-1,WritePTIFImage,,,,119,,Overflow,7/26/2017,6/14/2018,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to an address access exception in the WritePTIFImage() function in coders/tiff.c."
327,CVE-2017-11639,7.0.6-1,"WriteCIPImage, GetPixelLuma ",,,,125,,,7/26/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a heap-based buffer over-read in the WriteCIPImage() function in coders/cip.c, related to the GetPixelLuma function in MagickCore/pixel-accessor.h."
328,CVE-2017-11540,7.0.6-1,"GetPixelIndex, WritePICONImage ",,,,125,,,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a heap-based buffer over-read in the GetPixelIndex() function, called from the WritePICONImage function in coders/xpm.c."
329,CVE-2017-11539,7.0.6-1,ReadOnePNGImage,,,,772,,,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the ReadOnePNGImage() function in coders/png.c."
330,CVE-2017-11538,7.0.6-1,WriteOnePNGImage,,,,772,,,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the WriteOnePNGImage() function in coders/png.c."
331,CVE-2017-11537,7.0.6-1,WritePALMImage,,,,682,,,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Floating Point Exception (FPE) in the WritePALMImage() function in coders/palm.c, related to an incorrect bits-per-pixel calculation."
332,CVE-2017-11536,7.0.6-1,WriteJP2Image,,,,772,,,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,Partial,None,None,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the WriteJP2Image() function in coders/jp2.c."
333,CVE-2017-11535,7.0.6-1,WritePSImage,,,,125,,,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a heap-based buffer over-read in the WritePSImage() function in coders/ps.c."
334,CVE-2017-11534,7.0.6-1,lite_font_map,,,,772,,,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the lite_font_map() function in coders/wmf.c."
335,CVE-2017-11533,7.0.6-1,WriteUILImage,,,,125,,,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a heap-based buffer over-read in the WriteUILImage() function in coders/uil.c."
336,CVE-2017-11532,7.0.6-1,WriteMPCImage,,,,772,,,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the WriteMPCImage() function in coders/mpc.c."
337,CVE-2017-11531,7.0.6-1,WriteHISTOGRAMImage,,,,772,,,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"When ImageMagick 7.0.6-1 processes a crafted file in convert, it can lead to a Memory Leak in the WriteHISTOGRAMImage() function in coders/histogram.c."
338,CVE-2017-11530,before 6.9.9-0 and 7.x before 7.0.6-1,ReadEPTImage ,,,,400,,DoS,7/23/2017,7/28/2017,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadEPTImage function in coders/ept.c in ImageMagick before 6.9.9-0 and 7.x before 7.0.6-1 allows remote attackers to cause a denial of service (memory consumption) via a crafted file.
339,CVE-2017-11529,before 6.9.9-0 and 7.x before 7.0.6-1,ReadMATImage ,,,,772,,DoS,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadMATImage function in coders/mat.c in ImageMagick before 6.9.9-0 and 7.x before 7.0.6-1 allows remote attackers to cause a denial of service (memory leak) via a crafted file.
340,CVE-2017-11528,before 6.9.9-0 and 7.x before 7.0.6-1,ReadDIBImage ,,,,772,,DoS,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadDIBImage function in coders/dib.c in ImageMagick before 6.9.9-0 and 7.x before 7.0.6-1 allows remote attackers to cause a denial of service (memory leak) via a crafted file.
341,CVE-2017-11527,before 6.9.9-0 and 7.x before 7.0.6-1,ReadDPXImage ,,,,400,,DoS,7/23/2017,7/28/2017,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadDPXImage function in coders/dpx.c in ImageMagick before 6.9.9-0 and 7.x before 7.0.6-1 allows remote attackers to cause a denial of service (memory consumption) via a crafted file.
342,CVE-2017-11526,before 6.9.9-0 and 7.x before 7.0.6-1,ReadOneMNGImage ,,,,400,,DoS,7/23/2017,7/28/2017,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadOneMNGImage function in coders/png.c in ImageMagick before 6.9.9-0 and 7.x before 7.0.6-1 allows remote attackers to cause a denial of service (large loop and CPU consumption) via a crafted file.
343,CVE-2017-11525,before 6.9.9-0 and 7.x before 7.0.6-1,ReadCINImage ,,,,770,,DoS,7/23/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadCINImage function in coders/cin.c in ImageMagick before 6.9.9-0 and 7.x before 7.0.6-1 allows remote attackers to cause a denial of service (memory consumption) via a crafted file.
344,CVE-2017-11524,before 6.9.8-10 and 7.x before 7.6.0-0,WriteBlob ,,,,617,,DoS,7/23/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The WriteBlob function in MagickCore/blob.c in ImageMagick before 6.9.8-10 and 7.x before 7.6.0-0 allows remote attackers to cause a denial of service (assertion failure and application exit) via a crafted file.
345,CVE-2017-11523,through 6.9.9-0 and 7.x through 7.0.6-1,ReadTXTImage ,,,,835,,DoS,7/22/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,"The ReadTXTImage function in coders/txt.c in ImageMagick through 6.9.9-0 and 7.x through 7.0.6-1 allows remote attackers to cause a denial of service (infinite loop) via a crafted file, because the end-of-file condition is not considered."
346,CVE-2017-11522,through 6.9.9-0 and 7.x through 7.0.6-1,WriteOnePNGImage ,,,,476,,DoS,7/22/2017,7/27/2017,4.3,None,Remote,Medium,Not required,None,None,Partial,The WriteOnePNGImage function in coders/png.c in ImageMagick through 6.9.9-0 and 7.x through 7.0.6-1 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted file.
347,CVE-2017-11505,through 6.9.9-0 and 7.x through 7.0.6-1,ReadOneJNGImage ,,,,834,,DoS,7/21/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadOneJNGImage function in coders/png.c in ImageMagick through 6.9.9-0 and 7.x through 7.0.6-1 allows remote attackers to cause a denial of service (large loop and CPU consumption) via a malformed JNG file.
348,CVE-2017-11478,through 6.9.9-0 and 7.x through 7.0.6-1,ReadOneDJVUImage ,,,,835,,DoS,7/20/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadOneDJVUImage function in coders/djvu.c in ImageMagick through 6.9.9-0 and 7.x through 7.0.6-1 allows remote attackers to cause a denial of service (infinite loop and CPU consumption) via a malformed DJVU image.
349,CVE-2017-11450,before 7.0.6-1,"ReadJPEGImage, RegisterJPEGImage",,,,,,DoS,7/19/2017,4/20/2021,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,coders/jpeg.c in ImageMagick before 7.0.6-1 allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via JPEG data that is too short.
350,CVE-2017-11449,before 7.0.6-1 ,RegisterMPCImage,,,,,,DoS,7/19/2017,4/20/2021,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"coders/mpc.c in ImageMagick before 7.0.6-1 does not enable seekable streams and thus cannot validate blob sizes, which allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via an image received from stdin."
351,CVE-2017-11448,before 7.0.6-1 ,ReadJPEGImage ,,,,200,,#NAME?,7/19/2017,4/28/2021,4.3,None,Remote,Medium,Not required,Partial,None,None,The ReadJPEGImage function in coders/jpeg.c in ImageMagick before 7.0.6-1 allows remote attackers to obtain sensitive information from uninitialized memory locations via a crafted file.
352,CVE-2017-11447,before 7.0.6-1 ,ReadSCREENSHOTImage ,,,,772,,DoS,7/19/2017,10/14/2020,4.3,None,Remote,Medium,Not required,None,None,Partial,"The ReadSCREENSHOTImage function in coders/screenshot.c in ImageMagick before 7.0.6-1 has memory leaks, causing denial of service."
353,CVE-2017-11446,7.0.6-1 ,ReadPESImage ,,,,835,,,7/19/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadPESImage function in coders\pes.c in ImageMagick 7.0.6-1 has an infinite loop vulnerability that can cause CPU exhaustion via a crafted PES file.
354,CVE-2017-11360,7.0.6-1 ,ReadRLEImage ,,,,834,,,7/17/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The ReadRLEImage function in coders\rle.c in ImageMagick 7.0.6-1 has a large loop vulnerability via a crafted rle file that triggers a huge number_pixels value.
355,CVE-2017-11352,before 7.0.5-10,ReadRLEImage,,,,,,,7/17/2017,4/28/2021,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick before 7.0.5-10, a crafted RLE image can trigger a crash because of incorrect EOF handling in coders/rle.c. NOTE: this vulnerability exists because of an incomplete fix for CVE-2017-9144."
356,CVE-2017-11310,7.0.6-1 Q16,read_user_chunk_callback ,,,,772,,,7/13/2017,10/3/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The read_user_chunk_callback function in coders\png.c in ImageMagick 7.0.6-1 Q16 2017-06-21 (beta) has memory leak vulnerabilities via crafted PNG files.
357,CVE-2017-11188,7.0.6-0,ReadDPXImage ,,,,834,,,7/12/2017,10/3/2019,7.8,None,Remote,Low,Not required,None,None,Complete,"The ReadDPXImage function in coders\dpx.c in ImageMagick 7.0.6-0 has a large loop vulnerability that can cause CPU exhaustion via a crafted DPX file, related to lack of an EOF check."
358,CVE-2017-11170,7.0.5-6,ReadTGAImage ,,,,772,,,7/11/2017,10/3/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The ReadTGAImage function in coders\tga.c in ImageMagick 7.0.5-6 has a memory leak vulnerability that can cause memory exhaustion via invalid colors data in the header of a TGA or VST file.
359,CVE-2017-11166,7.0.5-6,ReadXWDImage ,,,,772,,,7/10/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,The ReadXWDImage function in coders\xwd.c in ImageMagick 7.0.5-6 has a memory leak vulnerability that can cause memory exhaustion via a crafted length (number of color-map entries) field in the header of an XWD file.
360,CVE-2017-11141,7.0.5-6,ReadMATImage ,,,,772,,,7/10/2017,10/3/2019,7.1,None,Remote,Medium,Not required,None,None,Complete,"The ReadMATImage function in coders\mat.c in ImageMagick 7.0.5-6 has a memory leak vulnerability that can cause memory exhaustion via a crafted MAT file, related to incorrect ordering of a SetImageExtent call."
361,CVE-2017-10995,7.0.6-0,mng_get_long ,,,,125,,DoS,7/7/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,The mng_get_long function in coders/png.c in ImageMagick 7.0.6-0 allows remote attackers to cause a denial of service (heap-based buffer over-read and application crash) via a crafted MNG image.
362,CVE-2017-10928,7.0.6-0,"GetNextToken, GetUserSpaceCoordinateValue ",,,,125,,#NAME?,7/5/2017,10/3/2019,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In ImageMagick 7.0.6-0, a heap-based buffer over-read in the GetNextToken function in token.c allows remote attackers to obtain sensitive information from process memory or possibly have unspecified other impact via a crafted SVG document that is mishandled in the GetUserSpaceCoordinateValue function in coders/svg.c."
363,CVE-2017-9501,7.0.5-7 Q16,LockSemaphoreInfo,,,,617,,DoS,6/7/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-7 Q16, an assertion failure was found in the function LockSemaphoreInfo, which allows attackers to cause a denial of service via a crafted file."
364,CVE-2017-9500,7.0.5-8 Q16,ResetImageProfileIterator,,,,617,,DoS,6/7/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-8 Q16, an assertion failure was found in the function ResetImageProfileIterator, which allows attackers to cause a denial of service via a crafted file."
365,CVE-2017-9499,7.0.5-7 Q16,SetPixelChannelAttributes,,,,617,,DoS,6/7/2017,10/3/2019,4.3,None,Remote,Medium,Not required,None,None,Partial,"In ImageMagick 7.0.5-7 Q16, an assertion failure was found in the function SetPixelChannelAttributes, which allows attackers to cause a denial of service via a crafted file."
